animalid,name,datetime,outcometype,outcomesubtype,animaltype,sexuponoutcome,ageuponoutcome,breed,color
A669609,Unnamed,2013-12-24 11:16:00,Transfer,Partner,Dog,Intact Female,60,Labrador Retriever Mix,Black/White
A712657,Hank,2015-12-12 17:45:00,Adoption,Foster,Cat,Neutered Male,90,Domestic Shorthair Mix,Black
A715809,Unnamed,2015-11-14 19:10:00,Transfer,SCRP,Cat,Intact Male,90,Domestic Shorthair Mix,Brown Tabby
A714279,Roberto,2015-12-15 11:55:00,Adoption,Foster,Cat,Neutered Male,90,Domestic Shorthair Mix,Black
A666577,Unnamed,2013-11-06 07:18:00,Transfer,Partner,Dog,Neutered Male,90,Chihuahua Shorthair Mix,Buff
A683029,Lamb,2014-07-12 16:13:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Orange Tabby
A697432,Mason,2015-03-21 17:13:00,Adoption,unknown,Dog,Neutered Male,300,Australian Cattle Dog/Labrador Retriever,Red/White
A705339,Queenie,2015-06-17 11:06:00,Return_to_owner,unknown,Dog,Spayed Female,1095,Pit Bull Mix,Brown Brindle
A715570,Brussels,2015-11-11 18:45:00,Transfer,Partner,Dog,Neutered Male,2190,Dachshund,Tricolor
A718352,Buddy,2015-12-29 17:17:00,Return_to_owner,unknown,Dog,Neutered Male,365,Golden Retriever Mix,Red
A709195,Unnamed,2015-08-06 09:00:00,Transfer,SCRP,Cat,Intact Male,120,Domestic Shorthair Mix,Black
A697160,Alex,2015-05-02 22:06:00,Adoption,Offsite,Dog,Neutered Male,60,Labrador Retriever/Anatol Shepherd,Tan/White
A692259,Simon,2014-12-06 17:02:00,Adoption,unknown,Dog,Neutered Male,4380,Miniature Schnauzer Mix,Black/Brown Brindle
A685942,Ford,2014-08-30 15:05:00,Transfer,Partner,Dog,Neutered Male,150,Pit Bull Mix,Brown/White
A713402,Unnamed,2015-10-10 16:26:00,Died,In Kennel,Cat,Intact Female,28,Domestic Shorthair Mix,Orange Tabby
A669084,Coop,2013-12-29 15:32:00,Return_to_owner,unknown,Dog,Intact Male,300,Catahoula/Pointer,Black/White
A697761,Trooper,2015-05-27 14:17:00,Transfer,Partner,Dog,Neutered Male,270,Labrador Retriever Mix,Black/White
A708034,Bindi,2015-08-27 13:15:00,Adoption,Foster,Cat,Spayed Female,60,Siamese Mix,Flame Point
A658940,Hollywood,2013-10-28 18:48:00,Adoption,unknown,Cat,Neutered Male,180,Domestic Medium Hair Mix,Black
A716511,Hunter,2015-11-24 16:54:00,Adoption,unknown,Dog,Neutered Male,365,Pit Bull Mix,Black/White
A666165,Unnamed,2013-10-29 16:03:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,White/Blue
A686131,Winston,2014-12-13 11:46:00,Adoption,Foster,Dog,Intact Male,150,Leonberger Mix,Brown/White
A691671,Unnamed,2014-11-11 09:00:00,Transfer,SCRP,Cat,Unknown,730,Domestic Shorthair Mix,Brown Tabby
A677924,Faith,2014-05-04 18:11:00,Return_to_owner,unknown,Dog,Intact Female,60,Cairn Terrier Mix,Brown Brindle/White
A709142,Rufus,2015-10-04 18:56:00,Adoption,unknown,Dog,Neutered Male,60,Chihuahua Shorthair Mix,Brown
A686457,Unnamed,2014-08-23 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Silver Tabby
A703756,Christopher,2015-06-07 11:39:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Pit Bull/Boston Terrier,White/Black
A679315,Unnamed,2014-06-29 18:55:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Torbie
A654090,Mamma Mia,2013-12-29 12:28:00,Transfer,Partner,Cat,Spayed Female,730,Domestic Shorthair Mix,Orange Tabby/White
A670689,Daisy,2014-01-13 23:05:00,Adoption,unknown,Dog,Spayed Female,730,Chihuahua Shorthair Mix,Tan/White
A668084,Scout,2013-11-29 15:59:00,Return_to_owner,unknown,Dog,Intact Male,180,Catahoula/Boxer,Blue Merle
A681260,Titan,2014-07-02 16:57:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Medium Hair Mix,Black/White
A678267,Unnamed,2014-05-08 13:55:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,Brown Tabby
A688345,Mocha,2014-09-26 18:23:00,Return_to_owner,unknown,Dog,Spayed Female,365,Chihuahua Shorthair/Dachshund,Black
A682612,Unnamed,2014-07-05 18:18:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,Brown Tabby
A691481,Unnamed,2014-11-06 09:00:00,Transfer,SCRP,Cat,Intact Male,365,Russian Blue,Blue
A692448,Lacy,2015-03-07 17:26:00,Adoption,unknown,Dog,Spayed Female,365,Pit Bull,Black/White
A669728,Mellow,2013-12-27 11:13:00,Euthanasia,Suffering,Cat,Spayed Female,4745,Domestic Longhair Mix,Black
A661818,Riley,2013-10-20 18:32:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White
A696253,Unnamed,2015-02-04 15:01:00,Transfer,Partner,Dog,Intact Female,21,Chihuahua Shorthair,White
A698964,Rascal,2015-04-03 17:01:00,Adoption,unknown,Cat,Neutered Male,365,Domestic Shorthair Mix,Black/White
A678641,Petunia,2014-05-17 16:15:00,Adoption,unknown,Dog,Spayed Female,365,Australian Cattle Dog Mix,Sable/Black
A695685,Coco,2015-01-25 12:47:00,Adoption,unknown,Cat,Spayed Female,240,Domestic Shorthair Mix,Chocolate
A701451,Mio,2016-01-16 16:44:00,Transfer,Partner,Dog,Neutered Male,300,Chihuahua Shorthair/Boston Terrier,Brown Brindle/White
A711096,Dahlia,2016-02-11 17:49:00,Adoption,unknown,Dog,Spayed Female,730,American Staffordshire Terrier Mix,Blue/White
A675591,Unnamed,2014-04-03 17:43:00,Adoption,unknown,Dog,Neutered Male,300,Welsh Terrier Mix,Black/Brown
A713211,Piper,2015-12-30 17:02:00,Adoption,unknown,Cat,Spayed Female,150,Domestic Shorthair Mix,Cream Tabby
A684015,Zane,2014-08-03 15:16:00,Adoption,unknown,Cat,Neutered Male,60,Siamese Mix,Lynx Point
A706484,Fat Boy,2015-07-13 14:32:00,Transfer,Partner,Cat,Neutered Male,1095,Domestic Shorthair Mix,Black
A699609,Unnamed,2015-03-31 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Brown Tabby
A681719,Ghia,2014-08-24 12:46:00,Adoption,unknown,Dog,Spayed Female,1095,Border Collie/Beagle,Black/White
A703516,Bellivia,2015-08-01 17:01:00,Adoption,unknown,Cat,Spayed Female,120,Domestic Shorthair Mix,Blue Tabby/White
A696923,Wyatt,2015-02-28 18:27:00,Adoption,unknown,Dog,Neutered Male,1095,Queensland Heeler Mix,Brown Brindle/Red Tick
A668013,Huey,2013-12-08 18:11:00,Adoption,unknown,Dog,Neutered Male,365,Labrador Retriever Mix,Black/White
A703501,Thor,2015-05-25 18:07:00,Return_to_owner,unknown,Dog,Intact Male,730,German Shepherd Mix,Red/Tan
A704298,Molly,2015-06-07 19:34:00,Adoption,unknown,Dog,Spayed Female,730,Miniature Poodle/Maltese,Cream
A679943,Suki,2014-08-02 17:00:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Blue/White
A667936,Unnamed,2013-12-01 11:57:00,Adoption,unknown,Dog,Neutered Male,365,Dachshund Mix,Black/Brown
A690643,Unnamed,2014-10-25 14:26:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Longhair,Orange Tabby/White
A703099,Unnamed,2015-06-22 18:31:00,Adoption,Foster,Dog,Spayed Female,365,Chihuahua Longhair/Cardigan Welsh Corgi,Sable
A674584,Sparkles,2014-03-18 14:54:00,Transfer,Partner,Dog,Spayed Female,1095,Chihuahua Shorthair Mix,White/Brown
A701658,Unnamed,2015-05-02 18:16:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Calico
A692360,Unnamed,2014-11-18 19:22:00,Euthanasia,Suffering,Cat,Intact Male,730,Siamese Mix,Chocolate Point
A697671,Unnamed,2015-03-10 09:00:00,Transfer,SCRP,Cat,Unknown,730,Domestic Shorthair Mix,Blue/White
A705969,Unnamed,2015-06-27 17:16:00,Adoption,unknown,Dog,Spayed Female,30,Chihuahua Shorthair Mix,Black/Tan
A689789,Unnamed,2014-10-09 16:31:00,Euthanasia,Medical,Dog,Intact Male,730,German Shepherd/Labrador Retriever,Black
A338231,Boots,2015-05-18 16:09:00,Return_to_owner,unknown,Dog,Neutered Male,4745,Border Collie Mix,Black/White
A691030,Natasha,2014-11-01 14:47:00,Transfer,Partner,Cat,Intact Female,90,Domestic Shorthair Mix,Black/White
A678250,Unnamed,2014-05-21 17:37:00,Transfer,Partner,Cat,Intact Male,30,Domestic Medium Hair Mix,Brown Tabby
A696576,Hope,2015-03-04 18:13:00,Adoption,unknown,Cat,Spayed Female,4745,Domestic Longhair Mix,Calico/White
A669981,Grover,2014-01-05 11:19:00,Transfer,Partner,Dog,Intact Male,210,American Bulldog Mix,Brown/White
A671451,Larry,2014-02-16 11:14:00,Transfer,Partner,Dog,Neutered Male,730,Pit Bull Mix,Black/White
A694815,Star,2015-01-05 14:03:00,Return_to_owner,unknown,Dog,Spayed Female,1825,Whippet/Labrador Retriever,Yellow
A700906,Charli,2015-12-17 15:22:00,Transfer,Partner,Cat,Spayed Female,730,Siamese Mix,Blue Point
A719334,Shawn,2016-01-25 00:00:00,Transfer,Partner,Dog,Neutered Male,365,Dachshund Mix,White/Tan
A706633,Trudy,2015-07-06 10:43:00,Adoption,unknown,Cat,Spayed Female,1095,Siamese Mix,Calico Point
A681560,Tutmosis,2014-06-23 11:30:00,Return_to_owner,unknown,Cat,Neutered Male,730,Bombay Mix,Black
A662586,Love,2015-08-18 12:35:00,Return_to_owner,unknown,Dog,Spayed Female,730,Pit Bull Mix,White/Blue
A680842,Unnamed,2014-06-09 15:49:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Black
A703388,Unnamed,2015-05-28 18:56:00,Adoption,unknown,Dog,Neutered Male,90,Labrador Retriever Mix,Chocolate/White
A667316,Vader,2013-11-27 11:56:00,Adoption,unknown,Dog,Neutered Male,60,Border Collie/Labrador Retriever,Black/White
A718157,Harlem,2015-12-26 18:45:00,Return_to_owner,unknown,Cat,Intact Male,730,Domestic Shorthair Mix,Orange Tabby
A684845,Muneca,2014-08-01 18:39:00,Return_to_owner,unknown,Dog,Spayed Female,1460,Miniature Poodle Mix,Cream/Tan
A700818,Coltrane,2015-04-24 15:34:00,Transfer,Partner,Dog,Intact Male,150,Border Terrier/Chihuahua Longhair,Black
A707668,Noodles,2015-07-21 18:07:00,Adoption,unknown,Cat,Intact Female,60,Domestic Shorthair Mix,Calico
A678252,Blackie,2014-05-09 18:05:00,Return_to_owner,unknown,Dog,Neutered Male,270,Rat Terrier/Chihuahua Longhair,Black/Tan
A695191,Molly,2015-03-27 14:40:00,Adoption,unknown,Dog,Spayed Female,180,Labrador Retriever/Australian Shepherd,Black
A664139,Sweet Pea,2013-10-10 17:07:00,Transfer,Partner,Dog,Spayed Female,730,Chihuahua Shorthair Mix,Tan
A693053,Unnamed,2014-12-06 12:32:00,Adoption,unknown,Cat,Neutered Male,4015,Maine Coon Mix,Blue/White
A701273,Stewie,2015-04-28 12:05:00,Return_to_owner,unknown,Dog,Intact Male,3650,Chihuahua Shorthair Mix,Tan
A682737,Unnamed,2014-07-02 14:14:00,Transfer,Partner,Cat,Intact Female,4,Domestic Shorthair Mix,Blue Tabby
A682675,Layla,2014-07-02 11:14:00,Return_to_owner,unknown,Dog,Intact Female,730,American Staffordshire Terrier Mix,Brown Brindle/White
A664391,Walter,2013-10-24 12:05:00,Adoption,unknown,Dog,Neutered Male,365,Harrier Mix,White/Brown
A688851,Clay,2014-09-28 11:28:00,Transfer,Partner,Dog,Intact Male,2190,Shetland Sheepdog,Sable/White
A670090,Roxie,2014-10-26 18:11:00,Adoption,unknown,Dog,Spayed Female,1460,Pointer Mix,Brown/White
A689761,Skye,2015-10-28 11:55:00,Adoption,Foster,Dog,Spayed Female,2555,Labrador Retriever Mix,Buff
A713801,Cashew,2015-12-09 09:18:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Medium Hair Mix,Calico
A677571,Unnamed,2014-04-26 15:25:00,Transfer,Partner,Cat,Intact Male,14,Domestic Medium Hair Mix,Blue Tabby/White
A702633,Unnamed,2015-05-20 17:04:00,Adoption,unknown,Dog,Neutered Male,60,Labrador Retriever Mix,Black/White
A712028,Unnamed,2015-09-16 10:45:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Brown Tabby/White
A660861,Beau,2014-05-09 18:18:00,Return_to_owner,unknown,Dog,Intact Male,365,Boxer Mix,Black
A671224,Unnamed,2014-01-21 15:12:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Brown Tabby/White
A665411,Aquiles,2013-10-17 17:11:00,Return_to_owner,unknown,Dog,Intact Male,2190,Pit Bull Mix,Fawn/Blue
A683332,Regan,2014-08-24 11:34:00,Adoption,unknown,Dog,Spayed Female,730,Pit Bull Mix,Black/White
A692616,Cashew,2014-11-23 16:12:00,Return_to_owner,unknown,Dog,Spayed Female,2555,Chihuahua Shorthair Mix,Buff
A707070,Lexi,2015-07-07 18:10:00,Return_to_owner,unknown,Dog,Spayed Female,270,German Shepherd Mix,White/Cream
A677670,Unnamed,2014-04-30 14:37:00,Transfer,Partner,Dog,Intact Female,28,Blue Lacy/American Bulldog,Brown/White
A665200,Unnamed,2013-10-16 16:51:00,Transfer,SCRP,Cat,Intact Female,180,Domestic Shorthair Mix,Orange Tabby/White
A698830,Puppy,2015-04-11 17:55:00,Return_to_owner,unknown,Dog,Neutered Male,300,Yorkshire Terrier/Cairn Terrier,Black/Tan
A687588,Unnamed,2014-09-12 17:01:00,Adoption,unknown,Dog,Neutered Male,365,Chihuahua Shorthair Mix,Black/Cream
A699079,Lobo,2015-04-13 15:03:00,Transfer,Partner,Dog,Neutered Male,150,Labrador Retriever Mix,Tan/White
A694597,Jordy,2015-01-04 15:11:00,Adoption,unknown,Dog,Neutered Male,180,Whippet Mix,Tan
A665609,Unnamed,2013-10-20 15:00:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Brown Tabby
A690390,Ace,2014-10-30 12:09:00,Transfer,Partner,Dog,Neutered Male,1825,Labrador Retriever Mix,Black
A711899,Unnamed,2015-09-13 16:39:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Cream Tabby
A684612,Miller,2014-10-18 19:13:00,Adoption,unknown,Cat,Neutered Male,120,Domestic Shorthair Mix,Black
A676878,Mack,2014-04-16 17:54:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Pug Mix,Sable
A713760,B,2015-10-31 17:08:00,Adoption,unknown,Cat,Neutered Male,180,Domestic Shorthair Mix,Brown Tabby
A650212,Jaxon,2013-10-02 16:09:00,Adoption,unknown,Dog,Neutered Male,365,Pit Bull Mix,Black/White
A714303,Little Grey,2015-10-25 18:52:00,Adoption,unknown,Cat,Neutered Male,150,Domestic Medium Hair Mix,Brown Tabby
A709546,Unnamed,2015-08-10 17:44:00,Transfer,Partner,Cat,Unknown,21,Domestic Shorthair Mix,Calico
A679642,Cotton,2014-05-27 17:29:00,Transfer,Partner,Cat,Intact Male,28,Siamese Mix,Flame Point
A711187,Pappy,2015-09-06 18:20:00,Adoption,unknown,Dog,Neutered Male,2920,Dachshund Mix,Tan
A677037,Josie,2014-04-24 15:19:00,Return_to_owner,unknown,Dog,Spayed Female,1095,Beagle Mix,Tricolor
A672751,Simon,2014-03-01 11:33:00,Transfer,Partner,Dog,Neutered Male,4015,Australian Shepherd Mix,Black/Brown Merle
A701495,Bella,2015-12-19 10:01:00,Adoption,Foster,Dog,Spayed Female,1825,Pit Bull Mix,Blue/White
A705707,Unnamed,2015-07-08 17:04:00,Return_to_owner,unknown,Cat,Intact Female,14,Domestic Shorthair Mix,Torbie
A664745,Melady,2013-10-12 16:46:00,Transfer,Partner,Dog,Spayed Female,1460,Golden Retriever,Gold
A691891,Unnamed,2014-11-15 14:03:00,Transfer,Partner,Dog,Spayed Female,150,Australian Cattle Dog Mix,White/Black
A709336,Pickles,2015-09-04 17:55:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby
A674909,Unnamed,2014-03-20 16:31:00,Transfer,SCRP,Cat,Intact Female,120,Manx Mix,Black/White
A529211,Oliver,2014-04-15 18:12:00,Return_to_owner,unknown,Cat,Neutered Male,2190,Domestic Longhair Mix,Blue
A711777,Terrell,2015-09-13 17:05:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Pit Bull Mix,Red/White
A644349,Katie Lou,2015-04-01 17:48:00,Return_to_owner,unknown,Dog,Spayed Female,1460,Pit Bull Mix,Brown Brindle/White
A695299,Hansel,2015-01-28 16:53:00,Adoption,Foster,Cat,Neutered Male,30,Domestic Medium Hair Mix,Brown Tabby
A702994,Grady,2015-05-22 11:22:00,Transfer,Partner,Dog,Intact Male,3650,Golden Retriever,Gold/White
A708415,Unnamed,2015-07-27 15:38:00,Transfer,Partner,Cat,Unknown,21,Domestic Shorthair Mix,Brown Tabby
A677358,Chase,2014-04-30 18:29:00,Adoption,unknown,Dog,Neutered Male,730,Beagle Mix,Black/White
A668127,Wiley,2013-12-19 12:17:00,Transfer,Partner,Dog,Neutered Male,730,Pit Bull,Chocolate
A715860,Unnamed,2015-11-12 08:53:00,Euthanasia,Rabies Risk,Cat,Intact Male,60,Domestic Shorthair Mix,Blue/White
A670419,Unnamed,2014-01-08 10:42:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Brown Tabby/White
A690185,Blanca,2014-10-15 18:26:00,Return_to_owner,unknown,Dog,Spayed Female,270,Chihuahua Shorthair Mix,Tan
A702362,Unnamed,2015-05-12 16:28:00,Euthanasia,Suffering,Cat,Intact Male,365,Domestic Shorthair Mix,Orange Tabby
A702297,Unnamed,2015-05-14 11:57:00,Euthanasia,Suffering,Dog,Intact Female,1825,Miniature Schnauzer Mix,White
A677376,Nala,2014-04-30 17:38:00,Return_to_owner,unknown,Dog,Spayed Female,240,Jack Russell Terrier/American Staffordshire Terrier,Brown Brindle/White
A665461,Unnamed,2013-10-19 12:34:00,Adoption,unknown,Dog,Spayed Female,60,Australian Cattle Dog/Australian Shepherd,Brown
A683026,Unnamed,2014-07-10 17:24:00,Adoption,unknown,Dog,Neutered Male,365,Dachshund Longhair Mix,Black/Tan
A688148,Unnamed,2014-09-20 11:29:00,Transfer,Partner,Dog,Neutered Male,60,Australian Cattle Dog Mix,Red Merle/White
A691338,Tiger,2015-05-09 17:16:00,Adoption,unknown,Dog,Neutered Male,1095,German Shepherd Mix,Brown
A720685,Cash,2016-02-16 18:25:00,Return_to_owner,unknown,Dog,Neutered Male,2190,Labrador Retriever Mix,Black
A706358,Amelia,2015-10-02 12:31:00,Adoption,Foster,Cat,Spayed Female,150,Domestic Shorthair Mix,Orange Tabby
A703338,Jazz,2015-05-27 19:08:00,Adoption,unknown,Cat,Spayed Female,365,Domestic Shorthair Mix,Brown Tabby/Tortie
A682015,Unnamed,2014-06-26 12:12:00,Transfer,Partner,Dog,Neutered Male,120,Dachshund Mix,Tan/White
A684752,Liam,2014-11-23 16:53:00,Euthanasia,Behavior,Dog,Neutered Male,730,German Shepherd,Black/Tan
A677570,Unnamed,2014-04-26 15:25:00,Transfer,Partner,Cat,Intact Female,14,Domestic Medium Hair Mix,Brown Tabby/White
A704394,Kaylee,2015-06-19 13:37:00,Adoption,unknown,Dog,Spayed Female,1460,Alaskan Malamute/Australian Kelpie,Black/Buff
A698197,Unnamed,2015-05-03 07:36:00,Adoption,Foster,Dog,Neutered Male,30,Labrador Retriever Mix,Sable
A688441,Zee,2014-10-25 16:17:00,Euthanasia,Suffering,Cat,Spayed Female,210,Domestic Shorthair Mix,Brown Tabby
A717206,Indie,2015-12-07 19:04:00,Return_to_owner,unknown,Dog,Spayed Female,730,Labrador Retriever Mix,Black
A665624,Alix,2014-03-04 10:06:00,Adoption,Foster,Cat,Spayed Female,180,Domestic Shorthair Mix,Black Smoke/White
A676727,Desdemona,2014-07-12 20:02:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Torbie
A681828,Unnamed,2014-06-20 18:28:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Black
A260914,Champagne,2015-06-18 11:09:00,Return_to_owner,unknown,Dog,Neutered Male,4745,Border Collie/Catahoula,Brown Merle
A713910,Lambeau,2015-10-18 17:44:00,Return_to_owner,unknown,Dog,Neutered Male,1460,Labrador Retriever Mix,Chocolate
A715116,Unnamed,2015-11-01 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Calico
A685294,Kettle,2014-08-17 16:01:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby
A718366,Oreo,2015-12-28 18:51:00,Return_to_owner,unknown,Dog,Neutered Male,270,Pug Mix,Brown Brindle
A678942,Karrie,2014-07-12 20:39:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Blue Tabby
A702775,Unnamed,2015-05-17 16:21:00,Euthanasia,Suffering,Cat,Intact Male,3650,Domestic Shorthair Mix,White
A693770,Ellie,2014-12-17 18:01:00,Adoption,unknown,Cat,Spayed Female,90,Domestic Shorthair Mix,Black
A693439,Steve,2014-12-30 17:04:00,Adoption,unknown,Dog,Neutered Male,300,Australian Kelpie Mix,Black/White
A707497,Abby,2015-08-06 14:44:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Blue Tabby/White
A670656,Mischief,2015-08-08 18:35:00,Adoption,unknown,Cat,Neutered Male,2555,Domestic Shorthair Mix,Blue Tabby/White
A670711,Isabella,2014-02-13 11:42:00,Adoption,unknown,Cat,Spayed Female,730,Domestic Shorthair Mix,Black
A714878,Bean,2015-11-05 00:00:00,Transfer,Partner,Dog,Spayed Female,2920,Jack Russell Terrier/Chihuahua Shorthair,Black/White
A667149,Wendy,2013-12-27 12:55:00,Transfer,Partner,Dog,Spayed Female,365,Chihuahua Shorthair Mix,White/Tan
A689361,Sam,2014-10-07 17:29:00,Adoption,unknown,Dog,Neutered Male,1460,Bruss Griffon Mix,Brown
A688218,Unnamed,2014-09-20 08:48:00,Adoption,unknown,Dog,Spayed Female,1825,Australian Cattle Dog Mix,Black/Blue Tick
A677350,Louie,2014-04-24 18:41:00,Return_to_owner,unknown,Dog,Intact Male,730,Pit Bull Mix,Blue/White
A697001,Unnamed,2015-02-18 14:23:00,Return_to_owner,unknown,Dog,Neutered Male,365,Australian Cattle Dog Mix,Red Merle
A686594,Unnamed,2014-08-31 11:39:00,Transfer,Partner,Dog,Intact Male,120,Catahoula/Labrador Retriever,Black/White
A672445,Christoff,2014-02-25 13:29:00,Return_to_owner,unknown,Cat,Neutered Male,730,Himalayan Mix,Lynx Point
A700343,Unnamed,2015-04-12 13:41:00,Transfer,Partner,Cat,Unknown,1,Domestic Shorthair Mix,Brown Tabby
A709245,Unnamed,2015-09-11 17:45:00,Adoption,unknown,Dog,Spayed Female,30,Labrador Retriever/Border Collie,Tricolor
A711408,Unnamed,2015-09-07 14:46:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Black/White
A662406,Junior,2013-11-06 12:49:00,Return_to_owner,unknown,Dog,Neutered Male,2555,Labrador Retriever Mix,Black
A680767,Unnamed,2014-06-07 16:01:00,Euthanasia,Suffering,Dog,Intact Female,730,Dachshund Mix,Tan
A706023,Unnamed,2015-06-24 16:33:00,Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair Mix,Black
A646850,Lizzy,2013-10-20 13:41:00,Adoption,unknown,Dog,Spayed Female,300,German Shepherd Mix,Brown/White
A677263,Lilo,2014-04-23 16:16:00,Return_to_owner,unknown,Dog,Spayed Female,1095,Border Collie/Shetland Sheepdog,Liver/White
A682696,Rocky,2014-07-06 16:57:00,Adoption,unknown,Dog,Intact Male,730,Labrador Retriever/German Shepherd,Chocolate/White
A705065,Diana,2015-08-12 10:56:00,Transfer,Partner,Dog,Spayed Female,730,Australian Shepherd,Black
A683467,Lily,2014-08-06 11:56:00,Transfer,Partner,Dog,Intact Female,730,Miniature Pinscher Mix,Black/Brown
A716170,Dusty,2015-11-27 11:53:00,Adoption,unknown,Dog,Intact Male,5475,Toy Poodle Mix,Black
A671213,Grace,2014-01-29 18:43:00,Adoption,unknown,Dog,Spayed Female,365,Chow Chow Mix,Red
A671732,Prince Dubbi,2014-02-16 15:29:00,Adoption,unknown,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Tan
A680367,Bear,2014-06-07 18:16:00,Euthanasia,Rabies Risk,Dog,Intact Male,270,German Shepherd/Labrador Retriever,Gold
A719320,Ginger,2016-01-18 17:57:00,Return_to_owner,unknown,Dog,Intact Female,365,Beagle,Brown/White
A682241,Raylan,2014-08-16 08:59:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Orange Tabby
A689018,Teague,2014-10-12 18:46:00,Adoption,unknown,Dog,Spayed Female,730,Great Dane Mix,Black/White
A679091,Unnamed,2014-05-16 14:38:00,Euthanasia,Suffering,Cat,Unknown,2555,Domestic Shorthair Mix,Black/White
